Name,Nation,Club,Position,Age,Overall,Pace,Shooting,Passing,Dribbling,Defending,Physicality,Acceleration,Sprint,Positioning,Finishing,Long,Volleys,Penalties,Vision,Crossing,Free,Curve,Agility,Balance,Reactions,Composure,Interceptions,Heading,Sliding,Jumping,Stamina,Strength,Aggression,Att work rate,Def work rate,Preferred foot,Weak foot,Skill moves,Gender,GK
Yann Sommer,Switzerland,Inter,GK,34,84,78,79,83,15,50,84,48,54,15,13,36,8,24,64,13,13,12,55,58,82,54,21,10,12,67,45,68,38,Medium,Medium,Right,4,1,M,90
Niklas Süle,Germany,Borussia Dortmund,CB,28,84,73,51,68,60,85,85,60,83,42,36,82,59,32,66,48,38,43,34,44,82,84,81,81,87,81,64,95,85,Medium,Medium,Right,3,3,M,
Aurélien Tchouaméni,France,Real Madrid,CDM,23,84,73,69,79,78,81,81,74,72,74,65,84,50,55,82,68,53,76,72,70,83,83,84,74,79,84,83,81,80,Medium,High,Right,3,3,M,
Fikayo Tomori,England,Milan,CB,25,84,86,40,59,61,86,82,80,90,37,33,63,32,27,48,53,40,38,74,71,84,81,85,83,82,92,74,84,83,Medium,High,Right,4,2,M,
Kyle Walker,England,Manchester City,RB,33,84,90,63,77,79,79,81,85,94,68,51,81,57,63,69,77,71,76,66,69,85,75,78,72,83,87,81,80,84,High,High,Right,2,3,M,
Francesco Acerbi,Italy,Inter,CB,35,83,60,50,64,65,86,80,61,59,20,37,79,39,61,65,34,56,58,32,33,85,86,85,84,83,86,68,85,80,Medium,High,Left,3,3,M,
Jordi Alba,Spain,Inter Miami CF,LB,34,83,84,70,82,79,76,70,86,83,83,73,81,75,59,78,84,63,82,88,84,79,80,80,70,78,78,83,61,75,High,Medium,Left,3,3,M,
Marco Asensio,Spain,Paris SG,RW,27,83,81,81,81,83,43,63,83,80,80,77,82,79,62,80,81,76,84,80,76,78,82,45,57,39,73,75,63,45,High,Medium,Left,3,4,M,
Wissam Ben Yedder,France,AS Monaco,ST,33,83,80,84,78,86,39,68,81,80,88,87,66,85,85,80,74,76,82,91,91,83,85,44,74,26,81,72,68,62,High,Low,Right,5,4,M,
Sven Botman,Holland,Newcastle Utd,CB,23,83,65,37,63,63,84,84,53,75,45,24,76,27,37,59,43,28,47,57,34,83,77,82,81,84,84,70,90,86,Medium,High,Left,3,2,M,
Marcelo Brozović,Croatia,Al Nassr,CDM,30,83,66,74,81,78,80,78,68,65,65,69,83,65,69,82,73,74,79,79,84,77,82,83,70,82,73,93,68,86,Medium,Medium,Right,4,3,M,
Sergio Busquets,Spain,Inter Miami CF,CDM,35,83,37,62,79,80,81,73,35,38,76,67,85,50,60,82,62,68,66,66,50,80,89,83,68,79,64,75,71,77,Medium,Medium,Right,3,3,M,
Emre Can,Germany,Borussia Dortmund,CDM,29,83,79,78,77,81,82,87,67,88,72,74,80,73,79,75,64,64,77,70,74,83,83,80,81,80,87,84,86,92,Medium,High,Right,4,3,M,
Andreas Christensen,Denmark,FC Barcelona,CB,27,83,67,32,68,67,85,76,57,76,32,36,79,25,36,62,51,39,41,61,61,84,79,86,80,84,80,73,78,75,Low,Medium,Right,3,2,M,
Sergi Darder,Spain,RCD Mallorca,CM,29,83,81,76,82,84,74,77,80,82,78,74,85,74,60,84,75,65,83,82,75,80,85,76,60,75,78,84,75,75,Medium,Medium,Right,3,3,M,
Alphonso Davies,Canada,FC Bayern München,LB,22,83,95,66,78,85,74,77,96,95,77,64,71,59,58,77,85,44,72,86,83,84,78,78,70,74,86,81,75,77,High,Low,Left,4,4,M,
Ángel Di María,Argentina,SL Benfica,CF,35,83,78,78,86,90,48,67,80,76,80,74,81,78,73,89,85,88,92,91,75,81,89,42,53,52,69,73,61,72,High,Medium,Left,2,5,M,
Edin Džeko,Bosnia and Herzegovina,Fenerbahçe,ST,37,83,59,84,72,77,45,76,55,62,86,87,75,83,67,74,63,54,65,62,55,84,87,50,87,16,79,67,86,61,High,Medium,Right,5,3,M,
Christian Eriksen,Denmark,Manchester Utd,CM,31,83,59,77,89,77,51,53,62,57,75,72,90,80,72,90,88,87,89,68,72,81,88,52,52,22,57,74,50,35,Medium,Medium,Right,5,4,M,
Nabil Fekir,France,Real Betis,CAM,30,83,82,81,81,87,39,80,87,78,80,80,77,77,74,83,81,79,83,84,91,78,88,36,50,30,78,77,80,82,High,Medium,Left,4,4,M,
Enzo Fernández,Argentina,Chelsea,CM,22,83,73,73,81,78,75,79,77,70,79,66,88,75,70,86,66,69,77,76,77,81,80,74,66,74,79,85,75,82,High,High,Right,4,3,M,
Nacho Fernández,Spain,Real Madrid,CB,33,83,75,37,69,64,82,80,69,79,37,32,67,38,45,53,70,37,55,65,76,81,75,83,79,81,84,80,79,80,Low,High,Right,4,2,M,
Rafa,Portugal,SL Benfica,CF,30,83,93,77,77,86,50,54,94,93,83,79,76,68,59,83,78,56,81,90,89,84,81,58,49,39,62,84,40,47,High,Medium,Right,3,4,M,
Jorginho,Italy,Arsenal,CDM,31,83,53,67,84,79,74,73,63,45,69,65,88,68,89,84,75,76,75,72,72,82,84,80,56,70,66,86,66,77,Medium,Medium,Right,3,3,M,
Pau Torres,Spain,Aston Villa,CB,26,83,72,38,68,64,84,81,69,75,42,28,78,41,42,67,55,28,45,67,52,80,73,83,85,83,87,80,81,79,Medium,High,Left,3,2,M,
Jeremie Frimpong,Holland,Leverkusen,RWB,22,83,94,56,75,85,74,70,96,92,78,62,61,43,39,81,84,47,77,91,90,78,79,76,49,75,73,85,61,75,High,Medium,Right,3,3,M,
Cody Gakpo,Holland,Liverpool,CF,24,83,85,82,78,86,42,73,87,84,81,83,70,75,68,79,83,76,78,80,71,81,83,39,68,28,84,76,76,60,Medium,Medium,Right,4,4,M,
José María Giménez,Uruguay,Atlético de Madrid,CB,28,83,71,46,58,55,85,82,70,71,25,37,68,34,40,46,47,44,37,56,57,78,75,84,82,85,88,71,85,87,Medium,High,Right,3,2,M,
Sébastien Haller,Côte d'Ivoire,Borussia Dortmund,ST,29,83,62,81,63,74,52,81,59,64,88,85,53,85,85,73,42,46,57,67,59,86,83,36,85,56,87,73,90,67,Medium,Medium,Right,3,3,M,
Jonas Hofmann,Germany,Leverkusen,CAM,31,83,76,79,83,82,64,73,75,76,83,84,82,69,71,86,80,75,77,79,78,83,82,75,48,57,66,90,66,70,High,Medium,Right,4,3,M,
Mats Hummels,Germany,Borussia Dortmund,CB,34,83,53,58,76,67,86,78,39,65,57,55,85,64,68,80,65,53,66,60,62,86,89,87,86,82,74,65,87,72,Medium,Medium,Right,3,2,M,
Borja Iglesias,Spain,Real Betis,ST,30,83,69,84,66,76,40,82,65,72,86,86,63,73,92,73,50,65,51,57,67,80,82,32,82,27,89,70,92,70,High,Medium,Right,3,3,M,
Filip Kostić,Serbia,Juventus,LM,30,83,85,76,82,84,70,80,85,85,78,72,79,75,66,80,90,80,85,76,79,80,82,69,59,72,80,90,77,76,High,High,Left,2,3,M,
Alexandre Lacazette,France,OL,ST,32,83,72,84,77,83,44,77,71,73,86,86,72,81,83,81,70,74,74,82,83,84,84,42,76,32,84,72,79,74,High,High,Right,4,4,M,
Konrad Laimer,Austria,FC Bayern München,CDM,26,83,80,69,77,77,81,79,82,78,73,69,77,60,54,78,78,47,70,76,77,83,79,86,69,77,79,90,69,89,Medium,High,Right,3,3,M,
Hugo Lloris,France,Spurs,GK,36,83,85,80,70,12,60,81,61,59,9,10,55,15,40,57,13,10,12,54,56,81,55,25,9,18,60,41,43,31,Medium,Medium,Left,1,1,M,86
Gianluca Mancini,Italy,Roma FC,CB,27,83,67,45,54,55,83,86,59,73,32,48,68,40,47,51,34,34,38,34,57,83,80,84,83,79,84,87,83,94,Medium,High,Right,3,2,M,
Alex Meret,Italy,Napoli FC,GK,26,83,83,80,72,16,44,83,41,48,20,17,25,20,21,25,15,21,20,46,48,76,67,22,19,12,67,29,65,22,Medium,Medium,Left,3,1,M,86
Morata,Spain,Atlético de Madrid,ST,30,83,82,82,72,79,31,79,81,83,84,85,63,81,75,77,72,50,78,74,63,83,78,26,85,20,93,79,81,69,Medium,Medium,Right,4,3,M,
Gerard Moreno,Spain,Villarreal CF,ST,31,83,77,85,77,83,46,72,77,77,84,88,75,81,85,78,77,62,77,77,72,82,80,42,82,41,87,77,73,61,High,Medium,Left,4,3,M,
Dani Olmo,Spain,RB Leipzig,CAM,25,83,68,76,82,87,50,59,77,61,82,74,79,76,66,85,78,75,75,86,86,84,82,57,43,44,60,76,54,51,Medium,High,Right,4,4,M,
Willi Orban,Hungary,RB Leipzig,CB,30,83,58,36,56,52,85,81,50,65,42,38,68,31,41,44,39,32,28,48,56,82,72,83,85,81,90,68,85,83,Low,Medium,Right,3,2,M,
Oyarzabal,Spain,Real Sociedad,LM,26,83,77,83,80,84,41,62,78,76,85,85,73,74,84,82,80,78,77,77,77,79,83,29,60,30,70,79,57,52,High,Medium,Left,3,3,M,
Gavi,Spain,FC Barcelona,CM,19,83,76,66,78,86,68,70,77,75,81,71,82,49,51,83,69,47,74,86,90,86,74,79,42,72,62,84,58,85,High,High,Right,3,3,M,
Palhinha,Portugal,Fulham,CDM,28,83,62,67,71,77,84,89,58,66,68,64,79,54,56,71,59,45,65,63,50,79,83,81,78,86,84,87,89,94,Medium,High,Right,4,2,M,
Benjamin Pavard,France,Inter,CB,27,83,70,62,73,68,85,78,68,72,60,49,78,81,51,66,75,51,66,66,66,84,78,86,84,83,85,81,78,74,Medium,Medium,Right,3,3,M,
Lorenzo Pellegrini,Italy,Roma FC,CAM,27,83,79,76,83,80,74,78,79,79,80,75,83,74,80,87,74,79,74,80,82,85,84,72,74,73,83,90,74,74,High,High,Right,4,3,M,
Marco Reus,Germany,Borussia Dortmund,CAM,34,83,65,83,83,85,53,63,72,60,84,84,78,84,81,84,83,85,87,81,81,84,86,56,44,59,63,66,66,51,Medium,Medium,Right,4,4,M,
Guido Rodríguez,Argentina,Real Betis,CDM,28,83,51,58,72,72,85,80,55,47,68,43,75,47,53,73,59,62,55,47,45,78,71,86,74,85,77,76,80,84,Medium,High,Right,4,2,M,
Alessio Romagnoli,Italy,Latium,CB,28,83,69,40,56,68,85,80,69,69,31,30,69,28,34,45,36,24,35,55,54,82,77,85,81,86,87,68,84,82,Medium,Medium,Left,3,2,M,
William Saliba,France,Arsenal,CB,22,83,82,39,69,72,84,82,77,86,43,35,76,34,47,62,58,35,55,50,59,84,81,82,72,83,87,70,87,83,Medium,High,Right,3,2,M,
Patrik Schick,Czech Republic,Leverkusen,ST,27,83,79,80,71,81,37,76,75,83,85,82,64,80,61,74,64,56,78,83,67,81,84,25,85,19,91,69,83,65,Medium,Medium,Left,3,4,M,
Nico Schlotterbeck,Germany,Borussia Dortmund,CB,23,83,78,58,67,73,85,82,79,77,58,51,81,51,38,68,48,38,49,68,66,83,77,83,85,82,93,73,84,83,High,High,Left,2,3,M,
Luke Shaw,England,Manchester Utd,LB,28,83,76,57,82,78,81,78,74,77,78,46,77,65,38,80,85,67,86,71,74,81,84,83,76,79,84,75,77,85,Medium,Medium,Left,2,3,M,
Unai Simón,Spain,Athletic Club,GK,26,83,84,79,77,12,49,84,48,50,14,14,34,17,24,48,16,14,20,37,47,77,46,26,18,12,73,44,76,29,Medium,Medium,Right,3,1,M,85
Raheem Sterling,England,Chelsea,LW,28,83,85,78,76,86,45,67,90,80,87,79,67,67,73,76,78,74,80,94,93,86,77,30,46,45,71,77,65,59,High,Medium,Right,3,4,M,
Dušan Vlahović,Serbia,Juventus,ST,23,83,80,85,66,81,29,82,77,83,86,88,59,78,79,68,57,79,75,63,53,85,80,24,79,24,91,79,88,69,Medium,Medium,Left,3,3,M,
André-Franck Zambo Anguissa,Cameroon,Napoli FC,CDM,27,83,78,68,72,82,81,86,79,78,79,66,74,54,60,76,62,45,59,76,77,83,82,84,72,75,88,85,87,85,High,Medium,Right,3,3,M,
Piotr Zieliński,Poland,Napoli FC,CM,29,83,81,77,81,87,71,63,83,79,80,75,81,75,58,84,73,65,80,85,79,81,75,77,52,71,68,79,57,56,Medium,Medium,Right,5,4,M,
Manuel Akanji,Switzerland,Manchester City,CB,28,82,77,48,70,71,83,78,75,79,37,38,80,42,40,65,55,59,54,66,67,82,78,82,79,82,87,71,80,77,Medium,Medium,Right,4,2,M,
Robert Andrich,Germany,Leverkusen,CDM,29,82,57,76,76,74,81,85,59,56,72,74,78,70,62,73,71,76,78,63,59,80,73,82,74,77,80,87,83,88,High,High,Right,4,3,M,
Joelinton,Brazil,Newcastle Utd,CM,27,82,78,71,76,84,81,88,72,82,80,73,78,60,61,83,71,38,58,68,73,83,82,83,82,76,91,88,87,88,High,High,Right,3,3,M,
Roberto Firmino,Brazil,Al Ahli,CF,32,82,70,77,79,87,58,77,72,69,84,76,76,79,72,83,73,65,81,83,86,85,88,58,78,42,83,84,73,75,High,High,Right,4,5,M,
Rodrigo Bentancur,Uruguay,Spurs,CM,26,82,70,67,81,85,79,77,70,70,72,66,83,71,67,83,76,68,71,70,76,79,86,82,65,78,74,86,72,78,Medium,High,Right,4,4,M,
Eduardo Camavinga,France,Real Madrid,CDM,20,82,79,66,80,80,76,80,78,79,73,62,84,59,62,77,76,59,72,81,79,79,82,77,64,79,81,81,80,78,High,High,Left,3,4,M,
Carvajal,Spain,Real Madrid,RB,31,82,82,54,76,78,77,79,80,83,75,51,74,49,45,72,80,47,76,78,83,78,80,77,70,81,81,84,74,85,Medium,Medium,Right,3,3,M,
Ángel Correa,Argentina,Atlético de Madrid,ST,28,82,85,84,77,87,50,75,86,85,85,85,68,80,67,82,75,66,82,90,89,82,79,48,71,44,82,84,68,79,High,Medium,Right,4,4,M,
Ricardo Horta,Portugal,SC Braga,CAM,29,82,80,83,80,81,43,70,82,78,83,83,74,82,77,84,77,80,80,83,85,82,73,55,55,35,72,83,63,69,High,High,Right,3,3,M,
Otávio,Portugal,Al Nassr,RM,28,82,78,70,81,86,66,74,81,76,77,69,78,69,72,85,79,72,80,85,83,82,81,63,57,60,72,86,62,87,High,High,Right,3,4,M,
Stefan de Vrij,Holland,Inter,CB,31,82,64,41,64,66,84,76,66,62,31,25,71,27,41,70,49,36,45,61,59,82,85,87,81,82,84,71,78,77,Medium,High,Right,3,2,M,
Boulaye Dia,Senegal,Salernitana,ST,26,82,82,81,62,83,27,77,80,84,83,86,54,75,81,65,50,49,56,74,70,79,75,23,77,14,90,74,83,62,High,Medium,Right,3,3,M,
Federico Dimarco,Italy,Inter,LWB,25,82,79,71,80,78,74,71,81,77,81,69,78,77,66,77,85,79,82,74,84,81,69,80,49,76,69,84,65,68,High,Medium,Left,2,3,M,
Youssef En-Nesyri,Morocco,Sevilla FC,ST,26,82,81,82,63,78,36,79,80,81,85,84,58,77,73,56,51,56,63,67,39,82,75,33,88,27,92,83,77,76,High,High,Left,3,3,M,
Mark Flekken,Holland,Brentford,GK,30,82,81,74,83,12,31,81,28,36,14,16,42,14,23,43,14,12,19,34,38,82,39,12,11,20,63,28,72,32,Medium,Medium,Right,4,1,M,85
Seko Fofana,Côte d'Ivoire,Al Nassr,CM,28,82,71,77,76,81,73,86,71,71,78,74,80,68,56,81,62,62,72,69,68,82,82,79,58,71,79,91,87,79,High,High,Right,4,4,M,
Javi Galán,Spain,Atlético de Madrid,LB,28,82,81,56,77,85,79,72,80,81,66,50,79,51,48,60,84,70,72,75,76,75,68,73,74,84,80,77,64,82,High,Medium,Left,2,4,M,
David García,Spain,CA Osasuna,CB,29,82,59,37,66,60,83,77,58,59,51,35,72,37,44,52,61,38,40,45,57,78,67,83,85,84,83,69,79,82,Medium,Medium,Right,3,2,M,
Gayà,Spain,Valencia CF,LB,28,82,81,61,77,77,78,74,80,82,75,61,75,58,60,76,80,49,80,82,80,82,76,80,58,83,73,86,67,77,High,Medium,Left,3,4,M,
Olivier Giroud,France,Milan,ST,37,82,43,83,74,69,42,80,38,47,88,87,64,86,88,78,64,65,71,55,53,86,85,42,89,20,82,61,90,76,Medium,Medium,Left,3,3,M,
Mario Götze,Germany,Frankfurt,CAM,31,82,63,75,83,84,55,71,68,58,81,75,81,84,78,86,80,72,81,78,83,81,87,65,47,53,63,91,67,59,Medium,Medium,Right,4,4,M,
Vincenzo Grifo,Italy,SC Freiburg,LM,30,82,71,80,83,82,40,64,75,67,81,78,77,73,90,81,88,88,89,80,78,80,74,45,47,30,66,71,65,52,Medium,Medium,Right,2,4,M,
Raphaël Guerreiro,Portugal,FC Bayern München,LB,29,82,65,78,85,87,76,55,79,54,79,78,79,79,54,85,84,82,85,90,90,88,87,85,42,77,51,77,49,44,High,Low,Left,2,4,M,
Joško Gvardiol,Croatia,Manchester City,CB,21,82,78,54,69,75,82,83,80,76,58,42,74,54,61,65,61,59,59,68,67,79,75,82,78,84,90,79,83,86,High,High,Left,4,3,M,
Kai Havertz,Germany,Arsenal,CAM,24,82,78,79,79,84,45,68,75,81,83,81,79,80,73,81,74,53,84,75,68,83,84,38,80,38,82,77,69,52,Medium,Medium,Left,4,4,M,
Mario Hermoso,Spain,Atlético de Madrid,CB,28,82,75,49,74,67,82,79,71,78,63,42,80,41,45,66,71,55,68,70,61,80,77,81,83,82,88,73,80,84,Medium,High,Left,3,2,M,
Franck Yannick Kessié,Côte d'Ivoire,Al Ahli,CDM,26,82,79,76,74,78,81,87,77,80,76,73,75,60,88,76,66,54,61,70,77,79,83,82,68,78,85,93,87,82,High,High,Right,4,3,M,
Presnel Kimpembe,France,Paris SG,CB,28,82,79,43,68,63,81,86,78,79,47,33,75,33,52,64,59,32,50,68,59,80,79,81,80,82,92,79,87,90,Medium,High,Left,3,2,M,
Orkun Kökçü,Turkey,SL Benfica,CM,22,82,72,76,83,78,69,79,75,69,77,72,85,72,78,84,78,82,82,78,80,74,78,74,41,69,66,88,73,85,Medium,Medium,Right,5,3,M,
Mateo Kovačić,Croatia,Manchester City,CM,29,82,69,69,82,87,71,70,76,64,73,61,84,76,59,82,73,70,78,86,84,83,84,76,42,68,64,75,65,77,High,High,Right,4,4,M,
Robin Le Normand,Spain,Real Sociedad,CB,26,82,62,26,54,52,84,79,58,66,21,19,67,38,34,32,35,25,34,41,51,82,73,82,85,80,86,70,86,72,Medium,Medium,Right,3,2,M,
Jeremías Conan Ledesma,Argentina,Cádiz CF,GK,30,82,83,79,75,17,46,79,49,42,15,16,28,19,25,38,18,18,20,40,50,78,42,22,17,14,68,40,65,25,Medium,Medium,Right,2,1,M,84
Thomas Lemar,France,Atlético de Madrid,CM,27,82,82,78,83,87,67,65,85,80,81,77,80,77,69,85,82,81,85,90,87,82,81,76,54,69,70,81,57,63,High,High,Left,3,4,M,
Dominik Livaković,Croatia,Fenerbahçe,GK,28,82,80,76,71,19,56,80,57,54,11,12,60,10,15,60,13,11,12,65,30,82,64,21,13,21,74,32,75,26,Medium,Medium,Right,2,1,M,89
Manuel Locatelli,Italy,Juventus,CDM,25,82,67,70,80,79,79,80,65,68,68,62,83,70,60,82,73,64,73,65,59,80,82,78,68,75,76,89,77,77,Medium,High,Right,4,3,M,
Anthony Lopes,Portugal,OL,GK,33,82,84,77,71,15,63,80,63,64,9,18,31,13,16,48,19,14,15,67,62,82,65,25,16,13,76,36,73,45,Medium,Medium,Left,2,1,M,86
Alexis Mac Allister,Argentina,Liverpool,CM,24,82,70,79,82,84,70,72,73,67,79,79,81,74,81,84,79,82,83,76,76,82,83,66,61,65,73,86,69,64,Medium,Medium,Right,3,3,M,
Donyell Malen,Holland,Borussia Dortmund,RM,24,82,89,80,73,86,35,73,91,87,80,82,58,76,74,74,74,61,76,87,86,81,79,31,67,35,83,76,73,65,High,Medium,Right,4,4,M,
Iñigo Martínez,Spain,FC Barcelona,CB,32,82,71,56,67,48,82,80,70,72,52,42,80,37,39,55,53,71,72,66,60,81,70,83,81,85,87,69,82,86,Medium,Medium,Left,3,2,M,
Joselu,Spain,Real Madrid,ST,33,82,63,84,69,75,33,77,64,62,85,87,60,75,87,73,58,65,73,63,34,80,74,30,90,20,89,68,85,67,High,Medium,Right,3,3,M,
Noussair Mazraoui,Morocco,FC Bayern München,RB,25,82,79,66,77,83,77,74,83,75,80,69,76,56,44,77,79,42,69,86,70,79,79,81,65,83,78,85,70,69,High,Low,Right,3,3,M,
Diogo Costa,Portugal,FC Porto,GK,24,82,80,77,80,18,35,80,33,39,18,6,55,8,14,64,13,10,10,42,35,81,44,18,11,11,61,28,63,23,Medium,Medium,Right,2,1,M,86
Édouard Mendy,Senegal,Al Ahli,GK,31,82,80,79,81,18,34,81,33,36,6,5,54,9,13,52,10,14,13,50,33,80,57,13,10,13,64,36,72,22,Medium,Medium,Right,2,1,M,83
Ferland Mendy,France,Real Madrid,LB,28,82,92,64,76,76,77,86,91,92,80,63,78,50,49,75,77,45,72,81,79,80,78,78,72,78,91,91,84,82,High,High,Left,5,4,M,
Nahuel Molina,Argentina,Atlético de Madrid,RB,25,82,85,67,76,77,78,71,84,86,77,67,69,62,45,76,82,44,68,82,76,81,76,80,64,77,76,86,61,74,High,High,Right,3,3,M,
João Mário,Portugal,SL Benfica,RM,30,82,70,79,81,83,69,70,71,70,82,82,77,69,84,82,79,67,77,80,78,81,86,74,55,65,69,85,65,65,Medium,Medium,Right,4,3,M,
Darwin Núñez,Uruguay,Liverpool,ST,24,82,90,81,71,76,43,85,88,92,86,81,68,78,78,76,68,61,75,78,66,84,79,41,79,34,94,88,85,80,High,High,Right,3,3,M,
Loïs Openda,Belgium,RB Leipzig,ST,23,82,93,79,68,80,31,78,94,93,84,83,59,69,75,69,69,48,59,82,84,83,78,26,79,19,93,79,78,74,High,Medium,Right,4,3,M,
Nicolás Otamendi,Argentina,SL Benfica,CB,35,82,64,57,64,51,83,85,63,65,48,54,72,57,45,62,52,39,50,58,58,81,79,84,79,80,91,83,83,90,Medium,High,Right,3,2,M,
Isi Palazón,Spain,Rayo Vallecano,RM,28,82,84,79,79,83,39,64,87,82,78,82,77,65,78,80,80,76,75,86,81,77,76,41,35,37,65,72,64,55,High,Medium,Left,3,3,M,
Pedro Gonçalves,Portugal,Sporting CP,LW,25,82,76,82,81,83,58,66,77,76,84,84,78,79,83,86,79,72,79,83,87,84,86,69,40,48,61,84,58,64,High,Medium,Right,4,4,M,
Jordan Pickford,England,Everton,GK,29,82,83,77,87,14,51,80,56,44,18,19,60,20,45,69,17,16,18,57,55,77,65,24,15,12,72,42,70,45,Medium,Medium,Left,4,1,M,87
Ivan Provedel,Italy,Latium,GK,29,82,83,79,80,16,42,79,44,40,16,17,56,14,22,63,21,13,13,38,44,75,68,22,17,21,63,28,56,27,Medium,Medium,Right,2,1,M,85
Fernando,Brazil,Sevilla FC,CDM,36,82,63,62,74,70,82,81,60,66,62,54,80,56,54,78,62,53,65,69,62,82,77,83,74,83,80,80,81,84,Medium,Medium,Right,3,3,M,
Cristian Romero,Argentina,Spurs,CB,25,82,70,46,59,60,84,80,72,69,43,48,64,52,40,50,42,38,54,67,65,83,82,83,82,83,88,71,81,89,Medium,High,Right,2,3,M,
Jadon Sancho,England,Manchester Utd,LW,23,82,78,70,80,89,33,47,81,75,82,76,68,80,74,84,77,65,84,89,89,78,85,36,38,28,56,66,45,25,Medium,Medium,Right,3,5,M,
Stefan Savić,Montenegro,Atlético de Madrid,CB,32,82,64,35,57,47,85,80,59,68,29,34,71,27,37,55,36,30,34,57,53,80,80,84,84,82,84,70,82,86,Medium,High,Right,3,2,M,
Fabian Schär,Switzerland,Newcastle Utd,CB,31,82,54,68,75,73,84,77,52,55,62,60,84,61,75,74,65,68,66,53,62,83,81,85,82,80,81,71,80,78,High,High,Right,3,2,M,
Dominik Szoboszlai,Hungary,Liverpool,CAM,22,82,83,82,84,83,34,64,78,87,79,77,81,85,79,84,85,87,90,80,68,80,82,32,58,25,73,74,67,40,Medium,Medium,Right,4,4,M,
Dušan Tadić,Serbia,Fenerbahçe,LW,34,82,64,80,85,83,43,76,65,63,84,82,80,80,84,88,86,79,85,71,82,82,86,41,66,26,76,86,79,56,Medium,Medium,Left,3,4,M,
Mehdi Taremi,Iran,FC Porto,ST,31,82,78,81,76,81,38,74,79,77,86,84,67,75,85,83,70,49,74,74,65,84,84,23,75,25,80,82,80,46,Medium,Medium,Right,4,4,M,
Nuno Mendes,Portugal,Paris SG,LB,21,82,89,58,75,78,77,76,90,88,77,45,72,54,45,72,79,59,73,82,84,80,80,77,70,78,84,81,73,74,High,Medium,Left,4,3,M,
Youri Tielemans,Belgium,Aston Villa,CM,26,82,50,79,85,78,69,69,55,46,76,74,86,79,75,86,80,78,83,62,75,80,85,68,65,67,66,82,65,64,Medium,Medium,Right,5,4,M,
Lucas Torreira,Uruguay,Galatasaray,CDM,27,82,76,70,77,77,79,78,80,72,68,68,76,65,48,78,71,72,70,87,90,84,82,82,59,79,74,92,68,87,Medium,High,Right,3,3,M,
Ferran Torres,Spain,FC Barcelona,LW,23,82,83,79,78,84,35,68,87,80,85,81,77,74,74,80,78,60,76,84,78,81,82,34,75,28,84,72,69,54,High,Medium,Right,4,4,M,
Viktor Tsygankov,Ukraine,Girona FC,RM,25,82,85,78,79,82,46,61,84,85,79,82,77,69,81,80,79,76,72,82,72,78,77,39,45,37,64,77,53,61,High,Medium,Left,4,4,M,
Enes Ünal,Turkey,Getafe CF,ST,26,82,72,84,70,83,40,80,73,72,80,87,62,82,84,70,60,78,74,81,73,80,76,29,81,34,89,78,83,75,High,Medium,Right,4,3,M,
Dayot Upamecano,France,FC Bayern München,CB,24,82,83,45,63,71,81,83,76,88,47,39,76,33,39,58,48,28,36,66,67,81,74,79,80,82,91,65,88,89,Medium,Medium,Right,3,3,M,
Guglielmo Vicario,Italy,Spurs,GK,27,82,83,81,79,12,34,83,34,35,8,6,27,7,13,69,11,10,14,40,33,64,55,15,11,13,57,18,53,17,Medium,Medium,Right,1,1,M,85
Timo Werner,Germany,RB Leipzig,ST,27,82,91,80,70,82,35,69,93,89,86,78,55,82,78,68,69,58,70,79,76,85,79,37,75,24,84,81,64,63,High,Medium,Right,4,3,M,
Callum Wilson,England,Newcastle Utd,ST,31,82,80,82,67,77,42,76,78,82,87,86,62,78,85,70,61,52,63,75,72,85,80,40,79,27,87,73,77,74,High,Medium,Right,3,3,M,
Granit Xhaka,Switzerland,Leverkusen,CM,31,82,49,74,82,72,75,82,48,50,76,67,85,50,65,82,74,77,76,49,61,79,74,76,62,74,69,85,78,91,Medium,Medium,Left,3,3,M,
Mattia Zaccagni,Italy,Latium,LW,28,82,87,77,74,89,57,67,89,85,79,79,75,74,61,77,72,51,67,92,87,81,83,58,66,52,79,77,63,61,High,Medium,Right,4,4,M,
Nathan Aké,Holland,Manchester City,CB,28,81,75,53,72,73,82,77,78,72,51,48,75,52,53,66,63,59,64,67,68,81,78,79,80,82,88,71,78,78,Medium,High,Left,3,2,M,
Ali Al Musrati,Libya,SC Braga,CDM,27,81,62,66,71,71,80,84,59,64,73,61,81,55,51,72,60,48,43,56,45,76,81,82,72,79,74,82,87,79,Medium,High,Right,2,2,M,
Raúl Albiol,Spain,Villarreal CF,CB,38,81,36,41,62,59,85,68,39,33,30,27,72,31,37,64,38,45,53,44,50,83,75,86,77,84,74,33,79,83,Low,High,Right,3,2,M,
Toby Alderweireld,Belgium,Royal Antwerp FC,CB,34,81,54,61,74,62,83,79,50,58,52,49,85,38,69,77,64,59,69,51,60,82,86,83,81,80,81,72,82,79,Medium,Medium,Right,3,2,M,
Miguel Almirón,Paraguay,Newcastle Utd,RW,29,81,87,77,75,83,56,64,89,86,82,79,68,75,69,78,73,68,78,86,69,82,79,58,43,49,63,86,52,69,High,High,Left,2,4,M,
Edson Álvarez,Mexico,West Ham,CDM,25,81,68,58,68,68,82,87,67,68,56,57,74,63,65,65,64,40,42,60,68,77,74,83,82,79,81,90,86,86,Low,High,Right,3,2,M,
